true_ppv,5,10,15,25,50,75,100,150,200,500
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.012,0.178
0.8,0.0,0.0,0.0,0.0,0.004,0.006,0.016,0.11,0.264,0.95
0.85,0.0,0.0,0.0,0.0,0.01,0.048,0.236,0.672,0.912,1.0
0.9,0.0,0.0,0.0,0.0,0.118,0.316,0.798,0.99,1.0,1.0
0.95,0.0,0.0,0.0,0.0,0.544,0.91,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
