config,pathology,variant,mean_cert_rate,fwer_violations,n_trials,total_certified,total_false,mean_n_eff,mean_coverage,mean_gated,mean_ess_frac,mean_weight_cv,observed_fwer
small_n_adversarial,adversarial,naive_clipped_99,0.005600000000000001,0,50,14,0,14.9069460864819,0.8461538461538461,0.0,0.0136477861468453,9.742648475285428,0.0
small_n_adversarial,adversarial,naive_ess_gated,0.0012,0,50,3,0,24.40095238095238,1.0,4.06,0.0136477861468453,9.742648475285428,0.0
small_n_adversarial,adversarial,naive_ungated,0.005600000000000001,0,50,14,0,14.897455278527248,0.8461538461538461,0.0,0.0136477861468453,9.742648475285428,0.0
small_n_adversarial,adversarial,neff_ess_gated,0.0012,0,50,3,0,24.40095238095238,1.0,4.06,0.0136477861468453,9.742648475285428,0.0
small_n_adversarial,adversarial,neff_ungated,0.0012,0,50,3,0,14.897455278527248,1.0,0.0,0.0136477861468453,9.742648475285428,0.0
small_n_heavy_tails,heavy_tails,naive_clipped_99,0.0032,0,50,8,0,13.42323240586157,0.8571428571428571,0.0,0.2060928729262602,2.3553573561135748,0.0
small_n_heavy_tails,heavy_tails,naive_ess_gated,0.0024,0,50,6,0,13.32211391113501,0.8333333333333334,0.64,0.2060928729262602,2.3553573561135748,0.0
small_n_heavy_tails,heavy_tails,naive_ungated,0.0036,0,50,9,0,12.672955000916389,0.875,0.0,0.2060928729262602,2.3553573561135748,0.0
small_n_heavy_tails,heavy_tails,neff_ess_gated,0.0,0,50,0,0,13.32211391113501,,0.64,0.2060928729262602,2.3553573561135748,0.0
small_n_heavy_tails,heavy_tails,neff_ungated,0.0,0,50,0,0,12.672955000916389,,0.0,0.2060928729262602,2.3553573561135748,0.0
usable_adversarial,adversarial,naive_clipped_99,0.4984,35,50,623,64,28.312366391984835,0.3583160370375256,0.0,0.006614822202485817,18.231750239121276,0.7
usable_adversarial,adversarial,naive_ess_gated,0.0008,0,50,1,0,73.99999999999999,1.0,4.88,0.006614822202485817,18.231750239121276,0.0
usable_adversarial,adversarial,naive_ungated,0.5432,39,50,679,81,5.15418425520183,0.2511510427295162,0.0,0.006614822202485817,18.231750239121276,0.78
usable_adversarial,adversarial,neff_ess_gated,0.0008,0,50,1,0,73.99999999999999,1.0,4.88,0.006614822202485817,18.231750239121276,0.0
usable_adversarial,adversarial,neff_ungated,0.0008,0,50,1,0,5.15418425520183,1.0,0.0,0.006614822202485817,18.231750239121276,0.0
usable_good_weights,well_behaved,naive_clipped_99,0.4336,4,50,542,4,185.95224613518866,0.8529858474858475,0.0,0.914614104420821,0.3055138208033027,0.08
usable_good_weights,well_behaved,naive_ess_gated,0.43200000000000005,4,50,540,4,185.2540152468155,0.852531302031302,0.0,0.914614104420821,0.3055138208033027,0.08
usable_good_weights,well_behaved,naive_ungated,0.43200000000000005,4,50,540,4,185.2540152468155,0.852531302031302,0.0,0.914614104420821,0.3055138208033027,0.08
usable_good_weights,well_behaved,neff_ess_gated,0.4104,3,50,513,3,185.2540152468155,0.876012987012987,0.0,0.914614104420821,0.3055138208033027,0.06
usable_good_weights,well_behaved,neff_ungated,0.4104,3,50,513,3,185.2540152468155,0.876012987012987,0.0,0.914614104420821,0.3055138208033027,0.06
usable_heavy_tails,heavy_tails,naive_clipped_99,0.43520000000000003,4,50,544,4,89.82519474888605,0.8472459631871396,0.0,0.14606664305509887,2.800110469342804,0.08
usable_heavy_tails,heavy_tails,naive_ess_gated,0.3232,4,50,404,4,69.423260931747,0.7940408231224557,1.16,0.14606664305509887,2.800110469342804,0.08
usable_heavy_tails,heavy_tails,naive_ungated,0.4368,4,50,546,4,58.49751558425863,0.8128630683042448,0.0,0.14606664305509887,2.800110469342804,0.08
usable_heavy_tails,heavy_tails,neff_ess_gated,0.0888,0,50,111,0,69.423260931747,0.9916666666666666,1.16,0.14606664305509887,2.800110469342804,0.0
usable_heavy_tails,heavy_tails,neff_ungated,0.0888,0,50,111,0,58.49751558425863,0.9916666666666666,0.0,0.14606664305509887,2.800110469342804,0.0
usable_moderate_tails,moderate_tails,naive_clipped_99,0.4424,5,50,553,5,93.23567234380975,0.8304761219172984,0.0,0.38191335687624384,1.2754327648036095,0.1
usable_moderate_tails,moderate_tails,naive_ess_gated,0.4424,5,50,553,6,81.93320283994757,0.8227851315351316,0.02,0.38191335687624384,1.2754327648036095,0.1
usable_moderate_tails,moderate_tails,naive_ungated,0.444,5,50,555,6,81.67580297797967,0.8227851315351316,0.0,0.38191335687624384,1.2754327648036095,0.1
usable_moderate_tails,moderate_tails,neff_ess_gated,0.17120000000000002,0,50,214,0,81.93320283994757,0.9528344671201814,0.02,0.38191335687624384,1.2754327648036095,0.0
usable_moderate_tails,moderate_tails,neff_ungated,0.17120000000000002,0,50,214,0,81.67580297797967,0.9528344671201814,0.0,0.38191335687624384,1.2754327648036095,0.0
